name,country,state,address,reg_no,product_codes,device_names,device_class,specialty,k_numbers,source
Acero Precision,US,PA,1340 Enterprise Drive West Chester PA US 19380,3000170817,KWQ; KWP; NKB; MAX; NKG; MNH; MNI; OUR; HWC; OVD; OVE; ODP; HRS; MQP; MRW; OSH,Appliance; Fixation; Spinal Intervertebral Body; Spinal Interlaminal; Thoracolumbosacral Pedicle Screw System; Intervertebral Fusion Device With Bone Graft; Lumbar; Posterior Cervical Screw System; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Pedicle Fixation; Sacroiliac Joint Fixation; Screw; Bone; Intervertebral Fusion Device With Integrated Fixation; Cervical; Plate; Spinal Vertebral Body Replacement Device; System; Facet Screw Spinal Device; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis,2; U,Orthopedic; Unknown,,openFDA
RED STAR CONTRACT MANUFACTURING INC.,US,IN,1560 N State Road 5 Larwill IN US 46764,3009631939,JDR; HXX; HWC; HTN; HWB; HTW; HRS; JYQ; FTY; HTY; LXH; FZX; HWT; HTJ; FTD,Staple; Fixation; Bone; Screwdriver; Screw; Washer; Bolt Nut; Extractor; Bit; Drill; Plate; Loop; Wire; Tape; Measuring; Rulers And Calipers; Pin; Smooth; Orthopedic Manual Surgical Instrument; Guide; Surgical; Instrument; Template; Gauge; Depth; Lamp,2; 1,"Orthopedic; Ear, Nose, Throat; General, Plastic Surgery",,openFDA
OBERG MEDICAL PRODUCTS COMPANY,US,PA,273 N Pike Rd Sarver PA US 16055,3003639920,KWQ; OLO; HXC; JWH; HWT; NKB; MNH; KWP; MNI; KRO; OVD; MBH; ODP; MBL; LZO; MAY; LPH; MEH; GDW; JDI; KWZ; HWA; NPJ; HRY; HSX; KRR; MRW; FZX; JDW; OVE; JDC; HSD; LXH,Appliance; Fixation; Spinal Intervertebral Body; Orthopedic Stereotaxic Instrument; Wrench; Prosthesis; Knee; Patellofemorotibial; Semi-Constrained; Cemented; Polymer/Metal/Polymer; Template; Thoracolumbosacral Pedicle Screw System; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Interlaminal; Spinal Pedicle Fixation; Femorotibial; Constrained; Metal/Polymer; Intervertebral Fusion Device With Integrated Fixation; Lumbar; Patello/Femorotibial; Uncemented; Porous; Coated; Intervertebral Fusion Device With Bone Graft; Cervical; Hip; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Cemented Or Non-Porous Cemented; Osteophilic Finish; Porous Uncemented; Metal / Polymer; Non-Porous; Calcium Phosphate; Staple; Implantable; Cemented Or Uncemented; Impactor; Knee Patellofemorotibial; Partial; Non-Constrained; Patello/Femoral; System; Facet Screw Spinal Device; Guide; Surgical; Instrument; Pin; Threaded; Elbow; Shoulder; Hemi-; Humeral; Metallic Uncemented; Orthopedic Manual Surgical Instrument,2; 1; U,"Orthopedic; Neurology; General, Plastic Surgery; Unknown",,openFDA
Greatbatch Medical,US,MN,2300 Berkshire Lane North Minneapolis MN US 55441,2183787,DYB; GZB; LWS; NVY; DTB; MTD; MNQ; OSR,Introducer; Catheter; Stimulator; Spinal-Cord; Implanted (Pain Relief); Implantable Cardioverter Defibrillator (Non-Crt); Permanent Defibrillator Electrodes; Permanent Pacemaker Electrode; Intracardiac Mapping; High-Density Array; Hypoglossal Nerve; Implanted; Apnea; Pacemaker/Icd/Crt Non-Implanted Components,2; 3,Cardiovascular; Neurology; Unknown,,openFDA
MEDTECH LLC,US,TN,8022 Martha Rd Millington TN US 38053,3010123256,HWC; HWR; GAD; HRS; JDR; LXH; HTD; JWH; MBH; HWA; MAX; HSN; FZT; HWM; HTZ; KTW; FZS; HWE; MNH; NKB; KWQ; MNI; OSH; KWP; HWN; HXC; MQP; GES; MBI; LWJ; MBL; LPH; HWB; HWJ; HXG; HTF; FZX; HTT; HTO; HWT; HWK; HWX; KWY; HXX; FZY; KIL; HXW; HTQ; HXI; HTW; PLF; HXB; FZO; HTN; GEG; HTE; HTJ; HTR,Screw; Fixation; Bone; Driver; Prosthesis; Retractor; Plate; Staple; Orthopedic Manual Surgical Instrument; Forceps; Knee; Patellofemorotibial; Semi-Constrained; Cemented; Polymer/Metal/Polymer; Patello/Femorotibial; Uncemented; Porous; Coated; Impactor; Intervertebral Fusion Device With Bone Graft; Lumbar; Ankle; Metal/Polymer; Cutter; Surgical; Osteotome; Instrument; Cutting; Orthopedic; Appliance; Nail/Blade/Plate Combination; Single Component; Curette; General Use; Ac-Powered Motor And Accessory/Attachment; Orthosis; Spondylolisthesis Spinal Fixation; Thoracolumbosacral Pedicle Screw System; Spinal Intervertebral Body; Spinal Pedicle Fixation; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Spinal Interlaminal; Compression; Wrench; Spinal Vertebral Body Replacement Device; Blade; Scalpel; Fastener; Nondegradable; Soft Tissue; Hip; Porous Uncemented; Extractor; Awl; Tamp; Guide; Burr; Reamer; Template; Trephine; Tap; Hemi-; Femoral; Cemented Or Uncemented; Screwdriver; Hammer; Positioner; Socket; Bender; Broach; Passer; Wire; Bit; Drill; Bone Wedge; Probe; Chisel; Manual; Washer; Bolt Nut; Elevator; General & Plastic Surgery; Gauge; Depth; Rasp,2; 1,"Orthopedic; General, Plastic Surgery",,openFDA
Cardinal Health,US,MN,1313 WEST GRANT BLVD. Wabasha MN US 55981,2183164,KOX; GZJ; NHI; GXY; EGJ; IKN; QON; DQK; NAM,Solvent; Adhesive Tape; Stimulator; Nerve; Transcutaneous; For Pain Relief; Electrical; Percutaneous (Pens); Electrode; Cutaneous; Device; Iontophoresis; Other Uses; Electromyograph; Diagnostic; Implanted Electrical Device Intended For Treatment Of Fecal Incontinence; Computer; Programmable; Peripheral Nerve; Non-Implanted; For Urinary Incontinence,1; 2; 3,"General, Plastic Surgery; Neurology; Physical Medicine; Gastroenterology, Urology; Cardiovascular",,openFDA
CULVER TOOL & ENGINEERING,US,IN,1901 Walter Glaub Dr Plymouth IN US 46563,3010047454,MNH; MNI; NKB; KWP; KWQ; OSH; MAX; OUR; HWC; NKG; MQP; ODP; HXX; OVD; PHM; HRS; HTO; HXG; MBI; PGM; NQW; OVE; OQG; LZO; LPH; OQI; LXH; KTT; PGN; PLR; ETN; PDQ; HAW; OLO; IKN; GWF; FSM; SBF; FLL; HWT; HWJ; NQP; HWD; HWE; HWP; JWH; HWQ; FZY; MKB; GAT; HSB; HTW; HXB; HTN; GXN; GAD; MDM; HWX; HXC; MRW; HTX; HTR; QEW; KRA,Orthosis; Spondylolisthesis Spinal Fixation; Spinal Pedicle Fixation; Thoracolumbosacral Pedicle Screw System; Appliance; Fixation; Spinal Interlaminal; Spinal Intervertebral Body; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Intervertebral Fusion Device With Bone Graft; Lumbar; Sacroiliac Joint Fixation; Screw; Bone; Posterior Cervical Screw System; Spinal Vertebral Body Replacement Device; Cervical; Screwdriver; Intervertebral Fusion Device With Integrated Fixation; Thoracic; Plate; Reamer; Tamp; Fastener; Nondegradable; Soft Tissue; Growing Rod System; Spine; Laminoplasty; Metal; Hip Prosthesis; Semi-Constrained; Cemented; Metal/Polymer; + Additive; Porous; Uncemented; Prosthesis; Hip; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Porous Uncemented; Metal/Ceramic/Polymer + Additive; Orthopedic Manual Surgical Instrument; Nail/Blade/Plate Combination; Multiple Component; Growing Rod System- Magnetic Actuation; Spinal Vertebral Body Replacement Device - Cervical; Stimulator; Nerve; Neurosurgical Nerve Locator; Neurological Stereotaxic Instrument; Orthopedic Stereotaxic Instrument; Electromyograph; Diagnostic; Electrical; Evoked Response; Tray; Surgical; Instrument; Orthopedic Augmented Reality; Continuous Measurement Thermometer; Template; Awl; Posterior Metal/Polymer Spinal System; Fusion; Starter; Bone Screw; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Punch; Femoral Neck; Knee; Patellofemorotibial; Polymer/Metal/Polymer; Passer; Hammer; Device; Germicidal; Ultraviolet; Suture; Nonabsorbable; Synthetic; Polyethylene; Rod; Intramedullary And Accessories; Bit; Drill; Probe; Washer; Bolt Nut; Cranioplasty; Preformed; Non-Alterable; Retractor; Manual; General Use; Tap; Wrench; System; Facet Screw Spinal Device; Rongeur; Rasp; Peripheral Mechanical Thrombectomy With Aspiration; Catheter; Continuous Flush,2; 1; U,"Orthopedic; Ear, Nose, Throat; Neurology; Physical Medicine; General, Plastic Surgery; General Hospital; Unknown; Cardiovascular",,openFDA
Philips North America LLC,US,PA,1001 Murry Ridge Lane Murrysville PA US 15668,3012528160,DSI; MSX; OUG; DSH; MHX; MLD; DXG; DRQ; CCK; FLL; DSA; BZQ; DQA; DSK; CBS; KLK; DSF; NHQ; NHO; DRT; DPS; DSJ; CCL; DXN; CBR; CBQ; LKD; KOI; BZC; NHP; GWS; GWQ; MLO; MWI; GWR; KRB; DRG; DRJ; MLC; DSB; KRC; DRW; DRS; HFM; HGM; JOM; HGL; DXQ; HFN; DXH; MWJ; DQK; ORT; OLW; OLT; OMC; LPP,Detector And Alarm; Arrhythmia; System; Network And Communication; Physiological Monitors; Medical Device Data System; Recorder; Magnetic Tape; Medical; Monitor; Physiological; Patient(With Arrhythmia Detection Or Alarms); St Segment With Alarm; Computer; Diagnostic; Pre-Programmed; Single-Function; Amplifier And Signal Conditioner; Transducer Signal; Analyzer; Gas; Carbon-Dioxide; Gaseous-Phase; Continuous Measurement Thermometer; Cable; Transducer And Electrode; Patient; (Including Connector); Breathing Frequency; Oximeter; Blood-Pressure; Halothane; Gaseous-Phase (Anesthetic Conc.); Oxygen; Cutaneous; For Infant Not Under Gas Anesthesia; Paper Chart; Isoflurane; Gaseous-Phase (Anesthetic Concentration); Desflurane; Cardiac (Incl. Cardiotachometer & Rate Alarm); Full-Montage Standard Electroencephalograph; Calculator; Pulmonary Function Data; Electrocardiograph; Ambulatory; With Analysis Algorithm; Patient (Without Arrhythmia Detection Or Alarms); Enflurane; Generator; Electroencephalograph Test Signal; Probe; Thermodilution; Measurement; Non-Invasive; Alarm; Transducer; Extravascular; Uterine Contraction; External (For Use In Clinic); Monitoring; Perinatal; Transmitters And Receivers; Physiological Signal; Radiofrequency; Adaptor; Lead Switching; Telephone; Ambulatory (Without Analysis); Programmable; Burst Suppression Detection Software For Electroencephalograph; Index-Generating Electroencephalograph Software; Non-Normalizing Quantitative Electroencephalograph Software; Reduced- Montage Standard Electroencephalograph; For Uses Other Than For Infant Not Under Gas Anesthesia,2; 1,Cardiovascular; General Hospital; Anesthesiology; Neurology; Obstetrics/Gynecology,,openFDA
BRANCH MEDICAL GROUP,US,PA,475 North Lewis Road Limerick PA US 19468,3019767615,MNH; KWP; NKB; KWQ; MNI; OVE; ODP; OVD; MAX; MQP; NKG; HRS; HWC; PEK; MRW; OLO; HAW; JDS; HSB; NQP; PLR; KWI; OSH; KTT; LXT; OIY; JWH; PHM; PML,Orthosis; Spondylolisthesis Spinal Fixation; Appliance; Fixation; Spinal Interlaminal; Thoracolumbosacral Pedicle Screw System; Spinal Intervertebral Body; Spinal Pedicle Fixation; Intervertebral Fusion Device With Integrated Fixation; Cervical; Intervertebral Fusion Device With Bone Graft; Lumbar; Spinal Vertebral Body Replacement Device; Posterior Cervical Screw System; Plate; Bone; Screw; Spinous Process Plate; System; Facet Screw Spinal Device; Orthopedic Stereotaxic Instrument; Neurological Stereotaxic Instrument; Nail; Rod; Intramedullary And Accessories; Posterior Metal/Polymer Spinal System; Fusion; Spinal Vertebral Body Replacement Device - Cervical; Prosthesis; Elbow; Hemi-; Radial; Polymer; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Nail/Blade/Plate Combination; Multiple Component; Metal Composite; Knee; Patellofemorotibial; Semi-Constrained; Cemented; Polymer + Additive/Metal/Polymer + Additive; Polymer/Metal/Polymer; Thoracic; Bone Cement; Posterior Screw Augmentation,2; U,Orthopedic; Unknown; Neurology,,openFDA
WESLACOVA,US,NC,2070 River Rd North Wilkesboro NC US 28659,3009600453,KME; KMK; KKX; FQM; KYR; HMT; IMA; NAB; MHW; IWX; ITG; POD; KIA; FMR; IQI; PUK,Bedding; Disposable; Medical; Device; Intravascular Catheter Securement; Drape; Surgical; Antimicrobial; Bandage; Elastic; Bag; Ice; Patient; Ophthalmic; Pack; Heat; Moist; Gauze / Sponge; Nonresorbable For External Use; Dressing; Compression; Barrier; Control Panel; X-Ray; Movable; Cast; Temporary; Internal Use Hemostatic; Cover; Transfer; Manual; Orthosis; Limb Brace; Administration Set Securement Device,1; 2,"General Hospital; General, Plastic Surgery; Physical Medicine; Radiology",,openFDA
"INSTRUMENTAL MACHINE & DEVELOPMENT, INC.",US,IN,2098 N. POUND DR. W. WARSAW IN US 46582,1835998,HTJ; HWX; IQI; HWB; GAC; HXG; HTF; GEA; KQZ; MDM; GDF; FZX; KIL; CCX; FHQ; HTO; HXW; HYA; HWN; HTX; NBH; HTR; HWI; HXX; HXZ; HXD; HXI; EJB; LHO; HTT; LRY; GDG; HWJ; FTY; HXB; FKC; HTZ; FFO; GAD; KQW; HWQ; KIK; HWP; HTD; FSM; GDJ; FZY; HTE; EML; HWA; IQG; LXH; GDZ; HTC; HXK; HWM,Gauge; Depth; Tap; Bone; Orthosis; Limb Brace; Extractor; Rasp; Surgical; General & Plastic Surgery; Tamp; Curette; Cannula; Component; Traction; Non-Invasive; Instrument; Manual; General Use; Guide; Needle; Positioner; Socket; Support; Patient Position; Holder; Gastroenterologic; Reamer; Bender; Forceps; Wire Holding; Compression; Rongeur; Accessories; Arthroscopic; Corkscrew; Screwdriver; Cutter; Wire; Clamp; Passer; Orthopedic; Handle; Dental; Quality-Assurance; Radiologic; Burr; Punch; Hook; Awl; Tape; Measuring; Rulers And Calipers; Probe; Cutting; Retractor; Self-Retaining; Goniometer; Nonpowered; Femoral Neck; Tray; Hammer; Elevator; Chisel; Impactor; Adaptor; Syringe; Orthopedic Manual Surgical Instrument; Scalpel; Pliers; Osteotome,1,"Orthopedic; Physical Medicine; General, Plastic Surgery; Anesthesiology; Gastroenterology, Urology; Dental; Radiology",,openFDA
BIOSEAL,US,CA,167 WEST ORANGETHORPE AVE. PLACENTIA CA US 92870,2027062,HTR; MRW; HIC; GCY; LWK; GBA; ODP; BRW; MNL; OUR; IWZ; LXH; EFN; GEC; GAZ; HXE; LYV; MOQ; KGY; HTW; KGS; HXI; GDY; FZZ; KPJ; HIB; KGX; MWS; NWV; KEW; FMF; OMP; MNK; EPY; MQV; CCX; GBX; KXG; FGY; FQM; JXI; FKF; BTQ; EPP; FHF; HTX; KYW; HSB; FYH; NHA; DZE; LRP; FMQ; FMA; NTX; OVD; FMT; DTL; KCN; KME; KXF; KIZ; DQY; QJP; NAB; NKC; ECI; CBH; CAT; OFP; BZN; PLF; EFW; HST; FDG; PEK; MDM; JAC; JOL; FMH; BZA; KET; FNY; HDF; FTY; KNW; PDQ; KDC; FCY; EPE; HOY; EIE; CAE; QGQ; DWO; FMP; HWT; IPM; FXG; KMK; ILZ; FXP; PHM; MAX; LDE; HSN; GDF; KDD; HOZ; KJG; EIG; EJL; FOD; LYU; PUI; GAX; DYN; KMJ; FHN; GED; FRL; JAA; OWB; LLZ; JET; KDQ,Rasp; System; Facet Screw Spinal Device; Speculum; Vaginal; Nonmetal; Fiberoptic; Apparatus; Suction; Single Patient Use; Portable; Nonpowered; Razor; Surgical; Catheter; Balloon Type; Intervertebral Fusion Device With Bone Graft; Cervical; Protector; Dental; Accessories; Cleaning Brushes; For Endoscope; Sacroiliac Joint Fixation; Film; Radiographic; Orthopedic Manual Surgical Instrument; Cotton; Roll; Brush; Scrub; Operating-Room; Tubing; Noninvasive; Fork; Label Or Tag; Sterile; Battery; Replacement; Rechargeable; Bag; Intestine; Bit; Drill; Retention Device; Suture; Passer; Wire; Orthopedic; Gauze/Sponge; Internal; X-Ray Detectable; Marker; Skin; Chamber; Oxygen; Topical; Extremity; Tape And Bandage; Adhesive; Stabilizer; Heart; Laparoscopic Accessories; Gynecologic; Slides; Microscope; Syringe; Piston; Negative Pressure Wound Therapy Powered Suction Pump; Endoscopic Bite Block; Ent; Filler; Bone Void; Calcium Compound; Support; Patient Position; Irrigation; Applicator; Absorbent Tipped; Cannula; Injection; Bandage; Elastic; Cuff; Nerve; Gun; Tie; Dialysis; Airway; Nasopharyngeal; Splint; Nasal; Evacuator; Fluid; Rongeur; Container; Liquid Medication; Graduated; Rod; Fixation; Intramedullary And Accessories; Noninflatable; External; Abutment; Implant; Endosseous; Root-Form; Tray; Restraint; Protective; Depressor; Tongue; Non-Surgical; Nursing Pad; Polyurethane Pad With Starch Copolymer; Glycerin; And Surfactant (F-68); Intervertebral Fusion Device With Integrated Fixation; Lumbar; Warmer; Infant Radiant; Adaptor; Stopcock; Manifold; Fitting; Cardiopulmonary Bypass; Ear Wick; Bedding; Disposable; Medical; Non-Sterile; Dish; Tissue Culture; Percutaneous; Neurovasculature; Gauze / Sponge; Nonresorbable For External Use; Tubing/Tubing With Filter; Insufflation; Laparoscopic; Band; Orthodontic; Device; Tracheal Tube; Anesthesia Breathing Circuit Kit (Adult & Pediatric); Cart; Emergency; Cardiopulmonary (Excluding Equipment); Bone Wedge; Toothbrush; Manual; Traction; Non-Powered; Retractor; Spinous Process Plate; Instrument; General Use; X-Ray; Film Marking; Catheter And Tip; Specimen; Connector; Airway (Extension); Filters; Cell Collection; Tissue Processing; Basin; Emesis; Metal; Tape; Measuring; Rulers And Calipers; Biopsy; Neurosurgical Nerve Locator; Bulb; Inflation; Cleaning; Shield; Eye; Ophthalmic (Including Sunlamp Protective Eyewear And Post-Mydriatic Eyewear); Dam; Rubber; Oropharyngeal; Anesthesiology; Bone Indentation Device; Needle; Cardiovascular; Skin Pressure; Template; Cover; Limb; Specula Accessories; Intravascular Catheter Securement; Shoe; Thoracic; Stethoscope; Prosthesis; Ankle; Semi-Constrained; Cemented; Metal/Polymer; Guide; Kit; Surgical Instrument; Sponge; Ophthalmic; Tube; All Types; Bur; Occlusion; Umbilical; Accessory; Surgical Apparel; Drape; Exempt; Tourniquet; Nonpneumatic; Mouthpiece; Saliva Ejector; Lubricant; Patient; Ligator; Hemorrhoidal; Dermabrasion; Fiber; Absorbent; Fluoroscopic; Image-Intensified; Interventional Fluoroscopic X-Ray System; Image Processing; Radiological; Pick; Massaging; Bottle; Collection; Vacuum,1; U; 2,"General, Plastic Surgery; Unknown; Obstetrics/Gynecology; Orthopedic; Anesthesiology; Gastroenterology, Urology; Radiology; Dental; General Hospital; Cardiovascular; Pathology; Neurology; Ear, Nose, Throat; Hematology; Ophthalmic; Physical Medicine",,openFDA
"AMERICAN PLASTICS CO., INC.",US,AZ,6821 N 55th Ave Glendale AZ US 85301,3043513097,MPQ,Container; Specimen; Urine; Drugs Of Abuse; Over The Counter,1,Pathology,,openFDA
"MULTI-MED, INC.",US,NH,26 Victoria Ct Keene NH US 03431,1221765,FPA; FMI; KNT; FPD; GBM,Set; Administration; Intravascular; Needle; Hypodermic; Single Lumen; Tubes; Gastrointestinal (And Accessories); Tube; Feeding; Catheter; Urethral,2,"General Hospital; Gastroenterology, Urology",K891072; K890127; K933749; K020005; K972469; K891176; K933852; K946082; K922469; K933732; K831087; K890340; K120195; K901081; K890396; K092628; K082818; K930750; K904217; K831088; K031409; K901046; K891919; K890424,openFDA
Arthrex Manufacturing Inc.,US,SC,130 Arthrex Drive Pendleton SC US 29670,3015231789,HTD; HTN; MBI; HTZ; FST; GAT; LLZ; KWS; PHX; MAI; HWC; KRR; CCX; KNW; JDQ; HRS; HSB; GAP; HTY; OIY; HSX; FRG; GBX; OWY; LXH; MBF; HTO; JQC; HRX; KTT; JDW; JDR; JWH; HXC; HWT; HSD; HST; ORG; MHW; GCJ; MBH; PUI; HXS; FMF; FEI; IZI; MDM; OWN; HTW; HWR; HXB; HTJ; HXJ; GEI; EBW; JQO; NBH; MNU; EQH; LXI; MQV; QHE; HWE; GAS; KGS; FSM; FLE; MBP; HTC; LRY; FMP; HAB; HXL; PLF; FXR; GAB; FTL; OWX; MRW,Forceps; Washer; Bolt Nut; Fastener; Fixation; Nondegradable; Soft Tissue; Instrument; Cutting; Orthopedic; Light; Surgical; Fiberoptic; Suture; Nonabsorbable; Synthetic; Polyethylene; System; Image Processing; Radiological; Prosthesis; Shoulder; Semi-Constrained; Metal/Polymer Cemented; Shoulder Prosthesis; Reverse Configuration; Biodegradable; Screw; Bone; Knee; Patello/Femoral; Cemented; Metal/Polymer; Support; Patient Position; Biopsy; Cerclage; Plate; Rod; Intramedullary And Accessories; Silk; Pin; Smooth; Patellofemorotibial; Polymer + Additive/Metal/Polymer + Additive; Femorotibial; Non-Constrained; Wrap; Sterilization; Catheter; Irrigation; Mesh; Collagen; Orthopaedics; Reinforcement Of Tendon; Orthopedic Manual Surgical Instrument; Uncemented; Reamer; Centrifuges (Micro; Ultra; Refrigerated) For Clinical Use; Arthroscope; Appliance; Nail/Blade/Plate Combination; Multiple Component; Threaded; Staple; Polymer/Metal/Polymer; Wrench; Template; Hemi-; Humeral; Metallic Uncemented; Apparatus; Traction; Non-Powered; Platelet And Plasma Separator For Bone Graft Handling; Dressing; Compression; Laparoscope; General & Plastic Surgery; Patello/Femorotibial; Porous; Coated; Drape; Exempt; Twister; Wire; Syringe; Piston; Special Lens; For Endoscope; X-Ray; Angiographic; Manual; General Use; Confocal Optical Imaging; Bit; Drill; Driver; Probe; Gauge; Depth; Staple Driver; Electrosurgical; Cutting & Coagulation & Accessories; Controller; Foot; Handpiece And Cord; Balance; Analytical; Accessories; Arthroscopic; Absorbable; Source; Carrier; Fiberoptic Light; Guide; Ligament; Filler; Bone Void; Calcium Compound; Shoulder Arthroplasty Implantation System; Ac-Powered Motor And Accessory/Attachment; Polyester; Retention Device; Tray; Sterilizer; Steam; Osteoinduction (W/O Human Growth Factor); Pliers; Punch; Protector; Skin Pressure; Saw; Powered; And Accessories; Mallet; Bone Wedge; Holder; Camera; Needle; Suturing; Disposable; Polymeric; Non-Absorbable; Facet Screw Spinal Device,1; 2; U,"General, Plastic Surgery; Orthopedic; Radiology; Anesthesiology; Gastroenterology, Urology; General Hospital; Clinical Chemistry; Hematology; Dental; Ear, Nose, Throat; Unknown",K171020; K153612; K073120; K151501; K161060; K161371; K060670; K143047; K133342; K160319; K190645; K172371; K973812; K063782; K000506; K133854; K061499; K071456; K014155; K140476; K182361; K071177; K130510; K100112; K170382; K152252; K171841; K151500; K103036; K180768; K081127; K150376; K153586; K032245; K111550; K090304; K153115; K181513,openFDA
ZIEN MEDICAL TECHNOLOGIES LLC,US,UT,2490 South 300 West Salt Lake City UT US 84115,3009756153,FLL; IKD; HRR; BYX; KMK; HWT; HWC; HTN; HRX; ITX; IYO; LLZ; HTP; HET; GCQ; GCJ; HXB; NBH; MCW; HTX; GAA; LRP; FMI; ORG; EMI; JQC; EMH; HTS; HTD,Continuous Measurement Thermometer; Cable; Electrode; Scissors; Orthopedic; Surgical; Tubing; Pressure And Accessories; Device; Intravascular Catheter Securement; Template; Screw; Fixation; Bone; Washer; Bolt Nut; Arthroscope; Transducer; Ultrasonic; Diagnostic; System; Imaging; Pulsed Echo; Image Processing; Radiological; File; Laparoscope; Gynecologic (And Accessories); Endoscope; Flexible; General & Plastic Surgery; Probe; Accessories; Arthroscopic; Catheter; Peripheral; Atherectomy; Rongeur; Needle; Aspiration And Injection; Disposable; Tray; Hypodermic; Single Lumen; Platelet And Plasma Separator For Bone Graft Handling; Centrifuges (Micro; Ultra; Refrigerated) For Clinical Use; Forceps; Knife,2; 1,"General Hospital; Physical Medicine; Orthopedic; Anesthesiology; Radiology; Obstetrics/Gynecology; Gastroenterology, Urology; Cardiovascular; General, Plastic Surgery; Hematology; Dental; Clinical Chemistry",,openFDA
"JMS MANUFACTURING, INC.",US,NE,8805 Vernon Ave Omaha NE US 68134,3012094493,BRW; DZN,Protector; Dental; Instruments; Dental Hand,1,Anesthesiology; Dental,,openFDA
ARCH Medical Solutions - Memphis,US,TN,255 Kirby Dr Lexington TN US 38351,3016438694,KWP; MNI; NKB; MNH; OSH; KWQ; HTP; HTD; MQP; OVD; HAW; OLO; MAX; PHM; HWC; HTF; GEA; OUR; IKN; GWF; OWB; ETN; LLZ; PDQ; JAA; HXG; HTW; FST; FZX; JDO; HRS; HTY; NBH; FXG; NQW; HXB; NKG; HWE; HWX; FZY; OWI; JDS; HSB; HTE; HXO; KDG; KWT; HSD; HXC; GDG; GES; PLR; HTO; HRX; OVE; HXW; MBL; KWZ; JDQ; JDJ; KWY; JDI; LPH; LZY; MEH; KWL; JDG; LWJ; LZO; MJO; PML; KRR; MBH; KRO; NPJ; KRQ; HSX; HRY; JWH; GAD; HXX; HWA; BSK; BTR; HWT; GWJ; GEI; ODP; PEK; HTQ; HWM; LXH; PGN; JDW; MQV; KTZ; SBF; KCT; KTT; HWJ; HBE,Appliance; Fixation; Spinal Interlaminal; Orthosis; Spinal Pedicle Fixation; Thoracolumbosacral Pedicle Screw System; Spondylolisthesis Spinal Fixation; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Spinal Intervertebral Body; File; Forceps; Spinal Vertebral Body Replacement Device; Intervertebral Fusion Device With Integrated Fixation; Lumbar; Neurological Stereotaxic Instrument; Orthopedic Stereotaxic Instrument; Intervertebral Fusion Device With Bone Graft; Thoracic; Screw; Bone; Curette; Cannula; Surgical; General & Plastic Surgery; Sacroiliac Joint Fixation; Electromyograph; Diagnostic; Stimulator; Electrical; Evoked Response; Interventional Fluoroscopic X-Ray System; Nerve; System; Image Processing; Radiological; Neurosurgical Nerve Locator; X-Ray; Fluoroscopic; Image-Intensified; Tamp; Bit; Drill; Light; Fiberoptic; Guide; Instrument; Device; Proximal Femoral; Implant; Plate; Pin; Smooth; Accessories; Arthroscopic; Specula Accessories; Spine; Laminoplasty; Metal; Probe; Posterior Cervical Screw System; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Tap; Hammer; Bone Fixation Cerclage; Sublaminar; Nail; Rod; Intramedullary And Accessories; Elevator; Pusher; Socket; Chisel (Osteotome); Prosthesis; Shoulder; Non-Constrained; Metal/Polymer Cemented; Hemi-; Humeral; Metallic Uncemented; Wrench; Hook; Blade; Scalpel; Spinal Vertebral Body Replacement Device - Cervical; Reamer; Arthroscope; Cervical; Bender; Hip; Semi-Constrained; Uncemented; Metal/Polymer; Porous; Constrained; Cemented Or Uncemented; Cerclage; Mesh; Acetabular; Femoral; Cemented; Porous Uncemented; Metal Ball; Intervertebral Disc; Bone Cement; Posterior Screw Augmentation; Knee; Patello/Femoral; Patello/Femorotibial; Coated; Polymer/Metal/Polymer; Femorotibial; Knee Patellofemorotibial; Partial; Patellofemorotibial; Retractor; Screwdriver; Impactor; Cuff; Tracheal Tube; Inflatable; Tube; Tracheal (W/Wo Connector); Template; Auditory; Electrosurgical; Cutting & Coagulation & Accessories; Spinous Process Plate; Broach; Osteotome; Orthopedic Manual Surgical Instrument; Growing Rod System- Magnetic Actuation; Threaded; Filler; Bone Void; Calcium Compound; Caliper; Orthopedic Augmented Reality; Sterilization Wrap Containers; Trays; Cassettes & Other Accessories; Nail/Blade/Plate Combination; Multiple Component; Awl; Drills; Burrs; Trephines & Accessories (Simple; Powered),2; 1; 3,"Orthopedic; General, Plastic Surgery; Neurology; Physical Medicine; Radiology; Ear, Nose, Throat; Unknown; Anesthesiology; General Hospital",,openFDA
